conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3993c87c-7719-4186-811b-8ddfb40e76be,skill/competence,transversal,posługiwać się językiem angielskim w piśmie,released,,Tworzenie tekstów pisanych w języku angielskim.,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,angielski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/39a7d447-5a30-41b1-967d-bdcde3288c9e,skill/competence,transversal,posługiwać się językiem słowackim w piśmie,released,,Tworzenie tekstów pisanych w języku słowackim.,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,słowacki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,knowledge,transversal,japoński,released,,Język japoński.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a0814b1-5851-43f9-b886-1e496fefcf9c,skill/competence,transversal,rozumieć język fiński w piśmie,released,,Czytanie i rozumienie tekstów pisanych w języku fińskim.,http://data.europa.eu/esco/skill/0e3493f4-0cad-4fbc-8e02-025f169b8114,fiński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a660148-e0d6-4b07-b107-10200ebb1b23,skill/competence,transversal,posługiwać się językiem azerskim w piśmie,released,,Tworzenie tekstów pisanych w języku azerbejdżańskim.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,azerski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3c98d1d7-52cd-44e7-8083-c02a981e3872,skill/competence,transversal,posługiwać się językiem gruzińskim w mowie,released,,Porozumiewanie się ustnie w języku gruzińskim.,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,gruziński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3cb08443-192d-475b-89ce-15901ed1a900,skill/competence,transversal,posługiwać się językiem słowackim w mowie,released,,Porozumiewanie się ustnie w języku słowackim.,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,słowacki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3cc1fa63-1b28-44df-a93c-d09b12389a2f,skill/competence,transversal,posługiwać się językiem baskijskim w mowie,released,,Porozumiewanie się ustnie w języku baskijskim.,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,baskijski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3cccda28-82cc-4e47-9442-af0cb4d64016,skill/competence,transversal,posługiwać się językiem serbskim w piśmie,released,,Tworzenie tekstów pisanych w języku serbskim.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,serbski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40842478-ad09-4be9-a889-97299b013609,skill/competence,transversal,posługiwać się językiem hebrajskim w piśmie,released,,Tworzenie tekstów pisanych w języku hebrajskim.,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,hebrajski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41253322-dc32-4d79-941c-3a8c230a1d85,skill/competence,transversal,posługiwać się językiem berberskim w piśmie,released,,Tworzenie tekstów pisanych w języku berberskim.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,berberyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/416ca9da-3a58-4522-89a2-5746576feddd,skill/competence,transversal,posługiwać się językiem wietnamskim w piśmie,released,,Tworzenie tekstów pisanych w języku wietnamskim.,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,wietnamski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/421910b5-70e1-429e-8b32-0df5518b7ddd,skill/competence,transversal,rozumieć język czeski w piśmie,released,,Czytanie i rozumienie tekstów pisanych w języku czeskim.,http://data.europa.eu/esco/skill/da0795a7-6866-4afc-81ed-5e3aa398f058,czeski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4264f3aa-037e-44f4-bb08-90d2337953ee,skill/competence,transversal,posługiwać się językiem portugalskim w piśmie,released,,Tworzenie tekstów pisanych w języku portugalskim.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,portugalski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/42b7c03a-3ed5-4dc1-adc0-ff1fb8d4d697,skill/competence,transversal,posługiwać się językiem duńskim w piśmie,released,,Tworzenie tekstów pisanych w języku duńskim.,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,duński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/450e047f-bb60-4eaa-bbcf-5e7af43e7f2a,skill/competence,transversal,posługiwać się językiem bułgarskim w piśmie,released,,Tworzenie tekstów pisanych w języku bułgarskim.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,bułgarski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45289df8-d02d-4f08-9802-2c7deae944ad,knowledge,cross-sector,sanskryt,released,,Język sanskrycki.,http://data.europa.eu/esco/skill/e434e71a-f068-44ed-8059-d1af9eb592d7,Języki klasyczne
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45ab3524-935d-4bc0-a7f3-1cf3be7e5987,skill/competence,transversal,posługiwać się językiem gruzińskim w piśmie,released,,Tworzyć teksty pisane w języku gruzińskim.,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,gruziński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/46d20520-381c-40c9-9de5-f635d0755923,skill/competence,transversal,rozumieć język bułgarski w piśmie,released,,Czytanie i rozumienie tekstów pisanych w języku bułgarskim.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,bułgarski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,knowledge,transversal,niemiecki,released,,Język niemiecki.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/486e4f39-e968-41f4-955e-56e9eba96ef5,skill/competence,transversal,rozumieć język niemiecki w piśmie,released,,Czytanie i rozumienie tekstów pisanych w języku niemieckim.,http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,niemiecki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/49edb5ac-b80c-4c02-8509-d0e05889031e,skill/competence,transversal,rozumieć język kurdyjski w mowie,released,,Rozumienie ustnie wyrażanego języka kurdyjskiego.,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,kurdyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4aaa3e87-2b29-4a83-bdff-cbe51db03fc5,skill/competence,transversal,posługiwać się językiem czarnogórskim w piśmie,released,,Tworzenie tekstów pisanych w języku czarnogórskim.,http://data.europa.eu/esco/skill/2358a146-6e8f-43cb-872f-a12ac9c57d60,czarnogórski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b873879-6d5e-46b6-80e2-1ef313b4e0ac,skill/competence,transversal,posługiwać się językiem japońskim w piśmie,released,,Tworzenie tekstów pisanych w języku japońskim.,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,japoński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,knowledge,transversal,rumuński,released,,Język rumuński. Język rumuński jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c5a2793-c18d-40b9-832d-af8e07f0f171,skill/competence,transversal,posługiwać się językiem islandzkim w piśmie,released,,Tworzenie tekstów pisanych w języku islandzkim.,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,islandzki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c6fe11c-f912-4c81-b74c-2e72943abeb6,skill/competence,transversal,rozumieć język litewski w piśmie,released,,Czytanie i rozumienie tekstów pisanych w języku litewskim.,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,litewski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c92020a-110b-4daf-b1ec-c4e17c3b9b2c,skill/competence,transversal,rozumieć język chiński w mowie,released,,Rozumienie ustnie wyrażanego języka chińskiego.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,język chiński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ddf697a-b1e9-4ae6-931e-920de761f9df,skill/competence,transversal,posługiwać się językiem walońskim w mowie,released,,Porozumiewać się ustnie w języku walońskim.,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,waloński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4dfda994-f9a2-4cbd-b224-0ab036e69d6e,skill/competence,transversal,posługiwać się językiem rumuńskim w mowie,released,,Porozumiewać się ustnie w języku rumuńskim.,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,rumuński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ff6df71-6988-4300-8966-9fabb2b59186,skill/competence,transversal,rozumieć język francuski w piśmie,released,,Czytać i rozumieć teksty pisane w języku francuskim.,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,francuski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50d8a1ff-659a-4671-be48-369242b2a3be,skill/competence,transversal,posługiwać się językiem bihari w piśmie,released,,Redagować teksty w formie pisemnej w języku bihari.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,bihari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/520b5278-eb9a-4c7d-a80d-a129ffb103da,skill/competence,transversal,posługiwać się językiem węgierskim w mowie,released,,Porozumiewać się ustnie w języku węgierskim.,http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,węgierski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52894650-9077-40f0-96d6-6f07d1a6cafa,skill/competence,transversal,posługiwać się językiem niemieckim w piśmie,released,,Redagować teksty w formie pisemnej w języku niemieckim.,http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,niemiecki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/529d9a4f-5b96-4952-b9e6-114213366565,skill/competence,transversal,rozumieć język gruziński w mowie,released,,Rozumieć mówiony język gruziński.,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,gruziński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/562c4f04-4f58-4c28-bcc4-49307786067b,skill/competence,transversal,posługiwać się językiem duńskim w mowie,released,,Porozumiewać się ustnie w języku duńskim.,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,duński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,knowledge,transversal,prowansalski,released,oksytański,Język prowansalski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,knowledge,transversal,portugalski,released,,Język portugalski. Język portugalski jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/585824c4-ef01-49fd-9b14-be00162a2387,skill/competence,transversal,rozumieć język perski w piśmie,released,,Czytać i rozumieć teksty pisane w języku perskim.,http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,perski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5885fe45-0fd8-4eea-ac55-f46d46a44e6c,skill/competence,transversal,posługiwać się językiem albańskim w mowie,released,,Porozumiewać się ustnie w języku albańskim.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,albański
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,knowledge,transversal,perski,released,,Język perski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/59ac89d7-12bb-470d-818b-222963d1c357,skill/competence,transversal,posługiwać się językiem gudźarati w mowie,released,posługiwać się językiem gudżarati w mowie,Porozumiewać się ustnie w języku gudźarati.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,gudżarati
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5a6ac2a6-6aa3-4b68-b2ef-b2491fb146c1,skill/competence,transversal,posługiwać się językiem walijskim w piśmie,released,,Redagować teksty w formie pisemnej w języku walijskim.,http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,walijski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b9694a6-58b0-4179-a1bd-4bcda0352ca1,skill/competence,transversal,posługiwać się językiem macedońskim w piśmie,released,,Redagować teksty w formie pisemnej w języku macedońskim.,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,Język macedoński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,knowledge,transversal,azerski,released,,Język azerski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,knowledge,transversal,łotewski,released,,Język łotewski. Łotewski jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5dfc81aa-c395-4e88-a0e0-a2fbb681ecc0,skill/competence,transversal,posługiwać się językiem francuskim w piśmie,released,,Redagować teksty w formie pisemnej w języku francuskim.,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,francuski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5ec5c4f7-1b6d-4642-8470-567e666952a8,skill/competence,transversal,posługiwać się językiem galicyjskim w piśmie,released,posługiwać się językiem galisyjskim w piśmie,Redagować teksty w formie pisemnej w języku galicyjskim.,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,galicyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5f1e9642-588c-4882-8c90-20c33cc78bc1,skill/competence,transversal,rozumieć język włoski w mowie,released,,Rozumieć mówiony język włoski.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,włoski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5f81f163-7c84-4254-962f-69257cfa9ef5,skill/competence,transversal,rozumieć język gudźarati w piśmie,released,rozumieć język gudżarati w piśmie,Czytać i rozumieć teksty pisane w języku gudźarati.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,gudżarati
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5fd4e27b-49de-4609-ae44-91e47ee3d168,skill/competence,transversal,posługiwać się językiem telugu w piśmie,released,,Redagować teksty w formie pisemnej w języku telugu.,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,telugu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60bb7483-e0a1-4016-a6f3-6b95261ab615,skill/competence,transversal,rozumieć język azerski w mowie,released,,Rozumienie ustnie wyrażanego języka azerskiego.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,azerski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/614dcf69-dc56-4cab-bcb1-5bed1b389516,skill/competence,transversal,rozumieć język ormiański w mowie,released,,Rozumienie ustnie wyrażanego języka ormiańskiego.,http://data.europa.eu/esco/skill/fcbcdf4c-d079-4010-ab4b-8356fbfa5096,ormiański
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61809be5-6787-46f0-9583-ac3287e17bd6,skill/competence,transversal,posługiwać się językiem marathi w mowie,released,,Porozumiewanie się ustnie w języku marathi.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,język marathi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61c14f06-9edf-44c3-96af-dcecda598853,skill/competence,transversal,posługiwać się językiem łotewskim w piśmie,released,,Tworzenie tekstów pisanych w języku łotewskim.,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,łotewski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61ea50d7-db19-4160-8da4-1d7bec68bec3,skill/competence,transversal,posługiwać się językiem słoweńskim w piśmie,released,,Tworzenie tekstów pisanych w języku słoweńskim.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,słoweński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/633b72c4-1da1-45ae-b989-4d1a5bcab1a7,skill/competence,transversal,rozumieć język kataloński w mowie,released,,Rozumienie ustnie wyrażanego języka katalońskiego.,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,kataloński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,knowledge,transversal,telugu,released,,Język telugu.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64ff8d5f-58a8-4efb-af5a-e161854b3e9a,skill/competence,transversal,rozumieć język angielski w mowie,released,,Rozumienie ustnie wyrażanego języka angielskiego.,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,angielski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/65a24ec1-e173-4bd6-b160-270346e0f4bf,skill/competence,transversal,posługiwać się językiem irlandzkim w piśmie,released,,Tworzenie tekstów pisanych w języku irlandzkim.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,język irlandzki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/65d796ba-2cac-41b0-abfb-1f2f980a4893,skill/competence,transversal,porozumiewać się werbalnie w języku luksemburskim,released,mówić po luksembursku | biegle mówić po luksembursku | komunikować się ustnie po luksembursku | interakcja werbalna w języku luksemburskim,"Komunikacja ustna w języku luksemburskim.
	",http://data.europa.eu/esco/skill/7d16f1e4-1003-4f1f-9595-5cafb25a67df,język luksemburski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66120d64-6f0f-4b89-8c4f-cd271f8cb7ca,skill/competence,transversal,rozumieć język romski w mowie,released,,Rozumienie ustnie wyrażanego języka romskiego.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,romski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,knowledge,transversal,galicyjski,released,galisyjski,Język galicyjski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/67e9583d-621a-42bd-8381-4e85c9e0923a,skill/competence,transversal,posługiwać się językiem norweskim w mowie,released,,Porozumiewanie się ustnie w języku norweskim.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,norweski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,knowledge,transversal,rosyjski,released,,Język rosyjski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/69eb9999-814b-4293-8d6c-633e49f64de4,skill/competence,transversal,posługiwać się językiem szwedzkim w piśmie,released,,Tworzenie tekstów pisanych w języku szwedzkim.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,szwedzki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b7968ae-34fc-44cf-bbe4-28bded032004,skill/competence,transversal,rozumieć język portugalski w mowie,released,,Rozumienie ustnie wyrażanego języka portugalskiego.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,portugalski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b99d4ad-f0aa-44bb-a75e-a65c32fc5d2f,skill/competence,transversal,rozumieć język romski w piśmie,released,,Czytanie i rozumienie tekstów pisanych w języku romskim.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,romski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,knowledge,transversal,chorwacki,released,,Język chorwacki. Chorwacki jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6be5f174-9b46-4b76-9aa1-177f3845b615,skill/competence,transversal,posługiwać się językiem łotewskim w mowie,released,,Porozumiewanie się ustnie w języku łotewskim.,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,łotewski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c619869-46b6-4a52-8889-1fc737546b36,skill/competence,transversal,rozumieć język starogrecki w piśmie,released,,Czytanie i rozumienie tekstów pisanych w starożytnej grece.,http://data.europa.eu/esco/skill/896b0b7f-e793-4b3f-a7a6-4ab1d237f695,starogrecki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,knowledge,transversal,angielski,released,,Język angielski. Język angielski jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d4feb44-401c-480d-a05b-02ca8b38d7cd,skill/competence,transversal,posługiwać się językiem malajskim w piśmie,released,,Tworzenie tekstów pisanych w języku malajskim.,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,malajski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,knowledge,transversal,berberyjski,released,,Rodzina języków berberyjskich.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,knowledge,transversal,białoruski,released,,Język białoruski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/702d3840-308a-4d4a-ab61-f40f87d47fff,skill/competence,transversal,posługiwać się językiem chińskim w mowie,released,,Porozumiewanie się ustnie w języku chińskim.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,język chiński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7077db13-08c2-4482-918c-e6291e04f82b,skill/competence,transversal,rozumieć język japoński w piśmie,released,,Czytanie i rozumienie tekstów pisanych w języku japońskim.,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,japoński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/741ef95e-f1cf-4cf4-a021-b293e25eb005,skill/competence,transversal,posługiwać się językiem maltańskim w mowie,released,,Porozumiewanie się ustnie w języku maltańskim.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,maltański
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/74e261bb-9a84-438b-9c6c-42e2a46613dc,skill/competence,transversal,posługiwać się językiem bułgarskim w mowie,released,,Komunikować się w języku bułgarskim ustnie.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,bułgarski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7629db63-5922-42fa-8c80-9575526f7326,skill/competence,transversal,posługiwać się językiem greckim w piśmie,released,,Redagować teksty w formie pisemnej w języku greckim.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,grecki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/76506870-aeac-4bc2-96b2-cbc6702601ea,skill/competence,transversal,posługiwać się językiem norweskim w piśmie,released,,Redagować teksty w formie pisemnej w języku norweskim.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,norweski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/767f8edf-372a-490b-9346-54de0ba8c654,skill/competence,transversal,rozumieć język słoweński w mowie,released,,Rozumieć mówiony język słoweński.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,słoweński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/768e19df-be76-4e55-9120-8d1b07306293,skill/competence,transversal,rozumieć język telugu w piśmie,released,,Czytać i rozumieć teksty w formie pisemnej w języku telugu.,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,telugu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/78001945-0117-4dc7-ae8e-6c6800f1ffd8,skill/competence,transversal,rozumieć język berberski w piśmie,released,,Czytać i rozumieć teksty w formie pisemnej w języku berberskim.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,berberyjski
