conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,przeprowadzać szkolenia na temat problematyki środowiskowej,released,skill/competence,cross-sector,,"Przeprowadzać szkolenie personelu i upewniać się, że wszyscy pracownicy rozumieją, w jaki sposób mogą przyczynić się do poprawy efektywności środowiskowej.",http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978 | http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,angażować innych w zachowania przyjazne dla środowiska | instruować inne osoby | szkolenie w zakresie procedur operacyjnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2d158a78-179e-48e3-ab6f-dd5df7aedadb,zarządzać siedliskami wodnymi,released,skill/competence,occupation-specific,,"Usuwać sztuczne bariery utrudniające przemieszczanie się organizmów wodnych, takie jak przepusty i tamy. Utrzymywać i odtwarzać naturalną roślinność wzdłuż linii brzegowych. Minimalizować erozję wzdłuż rozwiniętych linii brzegowych. Zapobiegać rozprzestrzenianiu się wodnych inwazyjnych gatunków obcych i patogenów oraz zwalczanie ich tam, gdzie jest to możliwe.
   ",http://data.europa.eu/esco/skill/a28c96cd-a43d-4143-b992-903356d0923e | http://data.europa.eu/esco/skill/e52cd6e7-f8dc-4f6f-b988-5554423f53fb,zarządzać siedliskami | opieka nad zwierzętami wodnymi i ich hodowla
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2d73b2d4-2dfd-42e9-a9f4-106d9c58a4b9,zintegrowane systemy energetyczno-żywnościowe,released,knowledge,cross-sector,,"Włączenie produkcji żywności i energii do systemu rolniczego lub systemu produkcji żywności.
	",http://data.europa.eu/esco/isced-f/0888,"interdyscyplinarne programy i kwalifikacje związane z rolnictwem, leśnictwem, rybołówstwem i weterynarią"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2dd79277-f639-463d-b74f-00b7501d742d,techniki dekontaminacji,released,knowledge,sector-specific,,Metody i techniki stosowane do odkażania odpadów poprzez usunięcie lub neutralizację substancji szkodliwej.,http://data.europa.eu/esco/isced-f/0712,technologia ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e55bf22-45f2-43f6-8aa0-28894263313d,silniki elektryczne,released,knowledge,sector-specific,,Silniki zdolne do przekształcania energii elektrycznej w energię mechaniczną.,http://data.europa.eu/esco/isced-f/0716,"pojazdy silnikowe, statki i statki powietrzne"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e77d381-df21-4f84-b3dd-6062be7ef4e1,zabezpieczyć rośliny na czas stosowania środków zwalczania szkodników,released,skill/competence,occupation-specific,,Stosować techniki w celu ochrony roślin przed niebezpiecznymi chemikaliami wykorzystywanymi w zwalczaniu szkodników.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/08881cb7-5331-4b11-9442-4d7c9fce749e | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,poznawać sposoby na zmniejszenie negatywnego wpływu konsumpcji | przeprowadzać kontrole szkodników | przestrzeganie przepisów prawa i norm w zakresie ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eea3fd6-82ee-4334-8e36-62a0707cade1,projektować szczelność powietrzną budynku,released,skill/competence,sector-specific,,"Uwzględniać szczelność powietrzną budynku w ramach koncepcji oszczędności energii. Prowadzić prace projektowe w zakresie szczelności powietrznej w celu osiągnięcia pożądanego poziomu szczelności powietrznej.
	",http://data.europa.eu/esco/skill/7c3cde53-9ff7-4e82-8396-13fdfadd3432 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,projektować budynki | projektowanie struktur i infrastruktury
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f05d09d-7e91-423c-9210-19da0b0e34c6,utrzymywać systemy sterujące nawadnianiem,released,skill/competence,sector-specific,,"Utrzymywać i programować różne rodzaje sterowników nawadniających, w tym mechaniczne, baterie słoneczne, systemy cyfrowe i sterowane komputerowo.",http://data.europa.eu/esco/skill/cb073ba6-30bd-4fd5-871a-15b0fb1fa930 | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"utrzymywać systemy nawadniania | konserwacja urządzeń elektrycznych, elektronicznych i precyzyjnych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f48c606-a936-46a4-9058-dd925973efd6,mierzyć parametry jakości wody,released,skill/competence,sector-specific,,"Zapewniać jakość wody, biorąc pod uwagę różne elementy, takie jak temperatura.",http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,pomiar wymiarów i powiązanych właściwości
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f4cdc7e-d98d-4e6c-9811-3dc28255c7ff,przedsiębiorstwo społeczne,released,knowledge,sector-specific,firma społeczna | biznes społeczny | świadomy biznes | społecznie odpowiedzialny biznes,"Przedsiębiorstwo, które wykorzystuje swoje zyski do reinwestowania w misje społeczne, które wywierają skutki społeczne lub środowiskowe na społeczeństwo.",http://data.europa.eu/esco/isced-f/0923,pomoc społeczna i poradnictwo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2fb4b423-c1e4-407d-ba48-38032d8dcda2,zarządzać odpadami skalnymi,released,skill/competence,sector-specific,,"Przenosić zebrane śmieci i odpady do wyznaczonego punktu zbiórki i usuwać je zgodnie z wymogami prawnymi i organizacyjnymi.
	",http://data.europa.eu/esco/skill/cc948c21-aa71-47c5-8df6-c5d0deb99eb2 | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,zarządzać odpadami generowanymi rutynowo | unieszkodliwianie nieszkodliwych odpadów lub resztek
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/303c6ab0-21c3-4b09-ac77-d405936857d9,zrównoważone materiały montażowe,released,knowledge,sector-specific,,"Rodzaj materiałów montażowych, które umożliwiają minimalizowanie negatywnego wpływu budynku i jego konstrukcji na środowisko zewnętrzne w całym swym cyklu życia.
	",http://data.europa.eu/esco/skill/e26e07ca-4a35-42e3-940d-e5868fd38fba | http://data.europa.eu/esco/isced-f/0732,przemysł materiałów budowlanych | budownictwo oraz inżynieria lądowa i wodna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30685aeb-512f-4517-adc8-63bdc1eefb8e,projektować systemy ogrzewania energią słoneczną,released,skill/competence,sector-specific,,"Projektować systemy wykorzystujące energię słoneczną termiczną. Obliczać dokładne zapotrzebowanie na ciepło budynku i dokładne zapotrzebowanie na ciepłą wodę użytkową, aby dobrać odpowiednią moc (kW, litry). Sporządzać szczegółowe projekty instalacji, zasady działania i strategie automatyzacji, wykorzystując dostępne produkty i koncepcje. Określać i obliczać zapotrzebowanie na ogrzewanie zewnętrzne.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,opracowywanie systemów i urządzeń elektrycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/306d9964-2d32-4952-927a-e836bf7041ab,nawozy naturalne,released,knowledge,occupation-specific,,"Skład i działanie nawozów naturalnych/organicznych, takich jak nawozy mineralne lub nawozy ze źródeł zwierzęcych lub roślinnych.",http://data.europa.eu/esco/isced-f/0811,produkcja roślinna i zwierzęca
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30783499-3872-4b14-9684-6217e98c6e1d,zrzucanie zebranych odpadów,released,knowledge,sector-specific,,"Procedury, których należy przestrzegać w celu zrzucania zebranych odpadów w sposób bezpieczny i w wyznaczonym miejscu.",http://data.europa.eu/esco/isced-f/0712,technologia ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30dce29d-0518-4f5d-aeb0-2b5b49e3afbe,akwaponika,released,knowledge,sector-specific,,"Zasady i techniki łączące hydroponikę i akwakulturę w celu produkcji żywności przeznaczonej dla ludzi w zrównoważony sposób w oparciu o recyrkulację wody między zbiornikiem do hodowli ryb a zbiornikiem do uprawy roślin.
   ",http://data.europa.eu/esco/isced-f/0811,produkcja roślinna i zwierzęca
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/311832d1-1167-47c7-b613-fc64784ffeed,opisywać elektryczne układy napędowe,released,skill/competence,sector-specific,,"Opisywać kompletne elektryczne układy napędowe zawierające wszystkie potrzebne komponenty. Do tych komponentów zalicza się falownik, silnik elektryczny i inne urządzenia pomocnicze, takie jak przetwornica DC/DC i ładowarki.
	",http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823,udostępnianie informacji ogółowi społeczeństwa i klientom
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3220a66f-d129-463b-848e-891b4f1c79e3,opracowywać strategie gospodarowania odpadami niebezpiecznymi,released,skill/competence,cross-sector,,"Opracowywać strategie mające na celu zwiększenie wydajności przetwarzania, transportu i unieszkodliwiania niebezpiecznych odpadów, takich jak odpady radioaktywne, chemikalia i elektronika.",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67 | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,opracowywanie celów i strategii | opracowywać strategie rozwiązywania problemów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32a76797-6235-4659-869f-c691ffd30463,paleoklimatologia,released,knowledge,occupation-specific,,"Dziedzina nauki, która bada zmiany klimatu w całej historii Ziemi poprzez gromadzenie i analizę próbek czynników takich jak skały, lód, słoje drzew i osady podczas całej historii Ziemi.",http://data.europa.eu/esco/isced-f/0532,nauki o ziemi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32f20d0e-d127-4901-a971-a53e26dfef14,doradzać klientom w kwestii technologii inteligentnych domów,released,skill/competence,occupation-specific,,"Udzielać porad klientom na temat możliwości zainstalowania technologii inteligentnych domów, biorąc pod uwagę wymagania i uwarunkowania struktury.
	",http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c,doradztwo w zakresie produktów i usług
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33784b61-bd86-4451-8a89-741ada5f8475,dbać o systemy fotowoltaiczne,released,skill/competence,sector-specific,,"Wykonywać zadania konserwacyjne i naprawy w systemach generujących energię elektryczną poprzez konwersję światła na prąd elektryczny, efekt fotowoltaiczny. Zapewniać zgodność z przepisami i poprawną instalację systemu fotowoltaicznego.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"konserwacja urządzeń elektrycznych, elektronicznych i precyzyjnych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/340a75f4-76e1-4ef0-8f1e-1bb78ba561ef,monitorować przestrzeganie przepisów w zakresie odpadów niebezpiecznych,released,skill/competence,cross-sector,,"Badać strategie organizacji lub obiektu dotyczące gospodarki odpadami niebezpiecznymi, aby zapewnić, że dane działania są zgodne ze stosownymi przepisami oraz że podejmuje się działania mające na celu poprawę ochrony przed narażeniem na odpady oraz zapewnienie bezpieczeństwa i ochrony zdrowia.",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,monitorowanie bezpieczeństwa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3419fac9-575d-4492-a018-edff6f4dae26,przepisy o ochronie środowiska w rolnictwie i leśnictwie,released,knowledge,cross-sector,,"Znajomość prawodawstwa, polityk i zasad w zakresie środowiska odnoszących się do rolnictwa i leśnictwa. Świadomość wpływu lokalnych procedur i praktyk rolniczych na środowisko. Środki mające na celu dostosowanie produkcji do nowych przepisów i polityk dotyczących środowiska.",http://data.europa.eu/esco/isced-f/0421,prawo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34406889-f522-47a7-b60d-8545b36d73bb,dążyć do zapewnienia harmonii architektonicznej,released,skill/competence,occupation-specific,,"Projektować i rozwijać konstrukcje, które utrzymują równowagę między naturą a budynkami. Zapewniać, że inkorporacja budynków w danym miejscu zachowuje jego harmonię.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,projektowanie struktur i infrastruktury
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/347b6a67-59ad-4408-bb9c-cfa502867e24,monitorować stan zdrowia lasów,released,skill/competence,sector-specific,,"Monitorować stan zdrowia lasów, aby upewnić się, że wszystkie niezbędne działania są podejmowane przez zespół pracowników leśnych.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitorowanie warunków środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/351cd749-498c-4ed3-9e38-58fc9bbf8f0e,przestrzegać norm w zakresie poziomu hałasu,released,skill/competence,cross-sector,,"Zapewniać, że budynki, drogi, ruch lotniczy i wydarzenia są zgodne z lokalnymi, krajowymi lub międzynarodowymi normami i przepisami dotyczącymi hałasu, aby zminimalizować uciążliwość dla sąsiadów.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,przestrzeganie procedur bhp
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3577e49b-951d-4d46-a1f4-417087a8fb6d,dostosowywać się do różnych warunków pogodowych,released,skill/competence,cross-sector,,Radzić sobie z regularnym narażeniem na ekstremalne warunki pogodowe i niebezpieczne środowiska.,http://data.europa.eu/esco/skill/49de9958-2aa4-4eef-a89d-fe5d5bcd28c4 | http://data.europa.eu/esco/skill/4feed491-dc09-4218-814a-0146e13ef4fe,dostosowywać się do zmian | rozwiązywanie problemów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36359101-4488-4859-83a8-9600d9faf3f2,angażować społeczności lokalne w zarządzanie naturalnymi obszarami chronionymi,released,skill/competence,sector-specific,,"Budować relacje ze społecznością lokalną w miejscu docelowym, aby minimalizować konflikty dzięki wspieraniu wzrostu gospodarczego lokalnych przedsiębiorstw turystycznych i poszanowaniu lokalnych tradycyjnych praktyk.
   ",http://data.europa.eu/esco/skill/7d9bace0-63d0-4848-ac87-350a98082c12 | http://data.europa.eu/esco/skill/8a3b45dc-8299-4b67-99db-6542daf79ac3,aktywnie uczestniczyć w życiu obywatelskim | rozwój profesjonalnych relacji lub sieci kontaktów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f,oceniać zanieczyszczenie,released,skill/competence,cross-sector,,Analizować dowody zanieczyszczenia. Doradzać w kwestii sposobów dekontaminacji.,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,wycena terenu lub nieruchomości
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/37ba5509-9665-4947-a5ae-f124d5769473,wytwarzać ścier drzewny,released,skill/competence,occupation-specific,,Wytwarzać ścier drzewny lub pulpę z makulatury lub zużytego papieru z użyciem wody w mieszalnikach i mikserach lub innym sprzęcie. Dodawać kolory poprzez dodawanie papieru w różnych kolorach.,http://data.europa.eu/esco/skill/06769591-b8cf-46b2-b1d3-6602b1cf440e,obsługa urządzeń do przetwarzania drewna lub produkcji papieru
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/38f7be4a-f6af-4f1d-a972-8c51b27d2cea,egzekwować przepisy dotyczące parków,released,skill/competence,occupation-specific,,"Egzekwować przepisy i zasady ochrony środowiska związane z gospodarką leśną. Leśnicy egzekwują lokalne, stanowe i krajowe przepisy dotyczące użytkowania lasów i ochrony przyrody. Przeprowadzają kontrole bezpieczeństwa na kempingach i badają skargi.",http://data.europa.eu/esco/skill/e9eb9c23-c1f4-4ce9-83c9-2f6a211cc536,zapewnianie bezpieczeństwa fizycznego i jego egzekwowanie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3936cc7d-d045-4eb0-b951-b862a072c0a2,opracowywać wskaźniki ograniczania odpadów spożywczych,released,skill/competence,cross-sector,,"Określać kluczowe wskaźniki skuteczności działania dotyczące ograniczenia odpadów spożywczych i gospodarowania zgodnie z ustanowionymi normami. Nadzorować procesy oceny metod, sprzętu i kosztów zapobiegania powstawaniu odpadów spożywczych.
	",http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,monitorowanie działalności operacyjnej
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3955cd15-a1fa-4c16-99b4-c39cb17db21d,środki ochronne przed wprowadzaniem szkodliwych organizmów,released,knowledge,sector-specific,,"Krajowe i międzynarodowe środki ochronne przeciwko wprowadzaniu szkodliwych organizmów, np. dyrektywa Rady 2000/29/WE, w sprawie środków ochronnych przed wprowadzaniem do Wspólnoty organizmów szkodliwych dla roślin lub produktów roślinnych i przed ich rozprzestrzenianiem się we Wspólnocie.",http://data.europa.eu/esco/isced-f/0522,środowisko naturalne i przyroda
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/395ace35-e463-4dc7-8181-c2dd43885107,przeprowadzać studia wykonalności dotyczące pomp ciepła,released,skill/competence,sector-specific,,"Przeprowadzać ewaluację i ocenę potencjału układów pompy ciepła. Prowadzić znormalizowane badania w celu określenia kosztów i ograniczeń oraz badania naukowe wspierające proces podejmowania decyzji.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,sporządzać studium wykonalności | analiza operacji biznesowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/397412dc-47c4-4580-82d0-15a9f9a86ea2,projektować systemy studzienek odpływowych,released,skill/competence,sector-specific,,"Projektować systemy, które można znaleźć w obiektach mieszkalnych, a także w obiektach użyteczności publicznej, takich jak ulice i dachy budynków użyteczności publicznej, a których zadaniem jest odprowadzanie nadmiaru wody z tych obszarów. Służą one jako pomoc w usuwaniu skutków powodzi, usuwaniu deszczu i minimalizowaniu ryzyka silnych sztormów, a następnie w transportowaniu nieoczyszczonej wody do otoczenia.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,projektowanie struktur i infrastruktury
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a09d732-08b9-4c90-8fd3-34e2d69ce084,objaśnianie skutków związanych z korzystaniem z łańcuchów bloków,released,skill/competence,sector-specific,wyjaśnij praktyczne implikacje blockchain | przeanalizuj implikacje blockchain dla zarządzania,"Objaśnianie konsekwencji i skutków wiążących się z korzystaniem z technologii blockchain oraz wpływu tej technologii na napędzane przez nią procesy biznesowe, a także jej szerzej rozumianego wpływu, uwzględniając również wpływ na aspekty społeczne i ekologiczne.
	",http://data.europa.eu/esco/skill/cd9c487e-09ad-4b82-854b-118feb01f2ed,umiejętności w zakresie informacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a2f0b3f-8203-466f-89f9-207316ade4da,utylizować odpady lutownicze,released,skill/competence,occupation-specific,,Zbierać i transportować żużel lutowniczy w specjalnych pojemnikach na odpady niebezpieczne.,http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,utylizować odpady niebezpieczne | obsługa i unieszkodliwianie materiałów niebezpiecznych | zarządzać odpadami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a519990-ae6c-4c8b-a827-2bf96d949940,zarządzać ochroną dziedzictwa naturalnego i kulturowego,released,skill/competence,sector-specific,,"Przeznaczać przychody z działalności turystycznej i darowizn na finansowanie i ochronę naturalnych obszarów chronionych oraz niematerialnego dziedzictwa kulturowego, takiego jak rzemiosło, pieśni i historie społeczności.
   ",http://data.europa.eu/esco/skill/193af349-b20e-4277-94bf-b184e92b8d6a,zarządzanie budżetami lub finansami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a560dc4-ee2e-4437-b94f-c076a2b5f25e,przeprowadzać inspekcje studni wodnych,released,skill/competence,cross-sector,,"Badać studnie wodne pod kątem zanieczyszczeń i zgodności z normami budowlanymi. W razie konieczności, nakazać zamknięcie odwiertu.",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,monitorowanie bezpieczeństwa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3b4f2a64-9884-4f3d-8020-44dc95919a7c,projektować koncepcje izolacji,released,skill/competence,sector-specific,,"Planować szczegóły dotyczące izolacji i rozwiązań dla mostków cieplnych. Wybierać najodpowiedniejsze materiały izolacyjne, z uwzględnieniem potrzeb danego budynku.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,opracowywanie systemów i urządzeń elektrycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3bf93cf6-2b6f-46ad-b0ba-3b161379bac1,dokonywać selektywnej rozbiórki,released,skill/competence,sector-specific,,"Wyburzać konstrukcję lub jej część, stosując metodę wyburzenia selektywnego. Rozpoznawać różne materiały w budynku i oceniać ich przydatność do ponownego użycia oraz wartość. Usuwać wszelkie materiały wielokrotnego użytku, nie uszkadzając ich.
	",http://data.europa.eu/esco/skill/59c46f34-bffd-4859-adf4-3839c2a73821,budowanie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3c1622fc-6c95-4b51-98da-1814ebe6e889,systemy energii geotermalnej,released,knowledge,sector-specific,systemy ciepła geotermalnego,"Ogrzewanie niskotemperaturowe i chłodzenie wysokotemperaturowe powstające przy wykorzystaniu energii geotermalnej oraz ich wpływ na charakterystykę energetyczną budynku.
	",http://data.europa.eu/esco/isced-f/0713,elektryczność i energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d69b305-4051-4c1d-ba1e-d8c5b35e22db,monitorować wpływ produkcji,released,skill/competence,cross-sector,monitorować parametry środowiskowe | monitorowanie parametrów środowiskowych | sprawdź parametry środowiskowe | sprawdzanie parametrów środowiskowych | sprawdzenie parametrów środowiskowych,"Sprawdzać wpływ maszyn produkcyjnych na środowisko, analizując poziomy temperatury, jakość wody i zanieczyszczenie powietrza.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,poznawać sposoby na zmniejszenie negatywnego wpływu konsumpcji | myśleć krytycznie | monitorowanie warunków środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d9873e5-7128-49d9-9048-f72b8ea4b29e,zarządzać lasami,released,skill/competence,sector-specific,,"Opracowywać plany gospodarki leśnej, stosując metody biznesowe i zasady leśnictwa w celu efektywnego zarządzania zasobami leśnymi.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,kierowanie działaniami operacyjnymi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3de6d427-546b-450b-97ba-d3d50eb274da,obsługiwać sprzęt do oczyszczania wody,released,skill/competence,cross-sector,,"Obsługiwać i regulować urządzenia sterujące w celu oczyszczania i uzdatniania wody, przetwarzania i oczyszczania ścieków, powietrza i ciał stałych, recyklingu lub odprowadzania uzdatnionej wody oraz wytwarzania energii.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"obsługa systemów lub urządzeń do przetwarzania ropy naftowej, chemikaliów lub wody"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3dffcb35-26d4-4fee-8517-002f9e40508a,integrować energię pochodzącą z biogazu w budynkach,released,skill/competence,sector-specific,,"Projektować instalacje grzewcze oraz instalacje ciepłej wody użytkowej z wykorzystaniem biogazu oraz dokonywać obliczenia w tym zakresie.
	",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"montaż urządzeń grzewczych, wentylacyjnych i klimatyzacyjnych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e25fd3e-2bcd-4320-9587-0aadf7fb93b1,doradzać w kwestii ochrony gleby i wody,released,skill/competence,sector-specific,,"Doradzać w kwestii metod ochrony gleby i źródeł wody przed zanieczyszczeniami, np. powstającymi w wyniku wymywania azotanów, które powoduje erozję gleby.
    ",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,udzielanie porad w sprawach środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e37d714-4d65-416d-a138-46f7e2a98073,projektować instalacje pomp ciepła,released,skill/competence,sector-specific,,"Projektować układy pomp ciepła, w tym dokonywać obliczeń straty lub wymiany ciepła, potrzebnej wydajności, jedno- lub dwuwartościowej, bilansów energetycznych i redukcji hałasu.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,opracowywanie systemów i urządzeń elektrycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3ecde258-d1c6-4d6a-bfa7-ec4c5e4fc700,opracowywać ekologiczne rozwiązania w zakresie tworzenia receptur,released,skill/competence,occupation-specific,,"Opracowywać rozwiązania w zakresie tworzeni receptur, które wykorzystują składniki biologiczne zamiast syntetycznych. Oceniać potencjał olejów roślinnych, wypełniaczy i polimerów oraz najnowsze osiągnięcia w tej dziedzinie.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,opracowywanie strategii i procedur operacyjnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3edfa33c-c644-4a9a-acd1-e82039daa663,promować korzystanie ze zrównoważonego transportu,released,skill/competence,sector-specific,,"Promować korzystanie ze zrównoważonego transportu w celu zmniejszenia śladu węglowego i hałasu oraz zwiększenia bezpieczeństwa i wydajności systemów transportu. Określać wyniki dotyczące korzystania ze zrównoważonego transportu, wyznaczać cele w zakresie promowania korzystania ze zrównoważonego transportu oraz proponować przyjazne dla środowiska alternatywne środki transportu.
   ",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promować zrównoważy rozwój | promowanie produktów, usług lub programów"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3efd2b02-f6f8-4911-a154-8bfcaeadeb5d,pochodzenie tłuszczów i olejów spożywczych,released,knowledge,sector-specific,,Rozróżnienie między tłuszczami spożywczymi pochodzącymi od zwierząt i olejami otrzymanymi z roślin.,http://data.europa.eu/esco/isced-f/0721,przetwórstwo żywności
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3f82a026-8a37-4b54-9ebb-7702b66eeb24,prowadzić badania środowiskowe,released,skill/competence,sector-specific,,"W razie potrzeby, przeprowadzać badania środowiskowe, sprawdzając postępowanie regulacyjne, możliwe działania prawne lub inne rodzaje skarg.",http://data.europa.eu/esco/skill/c4376e35-add7-43a0-8b2e-f5741f0df8fe,prowadzenie dochodzeń kryminalistycznych i policyjnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/407b1474-7cfb-4538-823b-7667604f0267,przywracać środowisko do stanu wyjściowego po przeprowadzeniu odwiertów próbnych,released,skill/competence,occupation-specific,,"Przywracać miejsce odwiertu do naturalnego stanu na wypadek, gdyby wiercenie się nie odbyło.",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,opracowywanie rozwiązań
