conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f5374e3-0b9b-4b16-af7a-49654ce0bb15,współpraca między ludźmi i robotami,released,knowledge,sector-specific,,"Współpraca między ludźmi i robotami jest nauką o procesach współpracy, w których ludzie i roboty pracują razem, aby osiągnąć wspólne cele. Współpraca między ludźmi i robotami (HRC) jest interdyscyplinarnym obszarem badań obejmującym klasyczną robotykę, interakcję człowiek-komputer, sztuczną inteligencję, projektowanie, nauki kognitywne i psychologię. Jest ona związana z określaniem planów i zasad komunikacji w celu wykonania zadania i osiągnięcia celu przez wspólne działanie z robotem.
   ",http://data.europa.eu/esco/isced-f/0714,elektronika i automatyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f9958d2-f700-4f62-b90b-a5873cb5ae4c,myślenie systemowe,released,knowledge,occupation-specific,,"Zintegrowane podejście do zrozumienia, w jaki sposób różne części składowe systemu są powiązane, wzajemnie oddziałują na siebie w obrębie całego systemu logistycznego.",http://data.europa.eu/esco/isced-f/0613,tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0fb753a1-2ef2-4429-84d2-ecb2b24daf7a,Apache Tomcat,released,knowledge,sector-specific,,"Aplikacja serwera typu open source Apache Tomcat zapewnia środowisko serwerów sieciowych Java, które wykorzystuje wbudowany zbiornik, do którego ładowane są żądania HTTP, co pozwala na korzystanie z aplikacji internetowych na lokalnych i serwerowych systemach.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/69bbd53f-fbb0-4476-b4b2-ef7844464e28,tworzenie i analizowanie oprogramowania i aplikacji | programowanie sieciowe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0fba68dc-6f5d-4974-b3cf-5d3215f7d363,edytować negatywy,released,skill/competence,sector-specific,,Wykorzystywanie różnego oprogramowania i technik przetwarzania negatywów fotograficznych i dostosowywanie obrazów do pożądanych specyfikacji.,http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,wykorzystywanie narzędzi cyfrowych do przetwarzania dźwięku i obrazu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ffdb6ac-03b5-4f1c-bfcc-3d9cb874fdf9,zasady etycznego hakowania,released,knowledge,sector-specific,etyczne techniki hakerskie,"Zestaw działań podejmowanych w celu wykrycia luk w systemie komputerowym, aby poprawić poziom bezpieczeństwa w danej organizacji. Działania te służą identyfikowaniu i eliminowaniu przypadków naruszenia ochrony danych oraz zagrożeń występujących w ramach sieci.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1019423b-3368-4f83-b24f-19e5fa23e816,wzorce projektowe interfejsu użytkownika,released,knowledge,sector-specific,,Rozwiązania wielokrotnego użytku i sformalizowane najlepsze praktyki w celu rozwiązania wspólnych zadań interfejsu użytkownika w opracowywaniu i projektowaniu oprogramowania.,http://data.europa.eu/esco/skill/8ff015a0-98ea-4d80-a23e-1f68110a919e | http://data.europa.eu/esco/skill/de0be6e8-644c-4cc9-9c8d-925dd98dda56 | http://data.europa.eu/esco/isced-f/0613,metodologie projektowania oprogramowania | oprogramowanie do projektowania interakcji | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1110c92f-3059-445a-9436-0f4200d365f5,Sass,released,knowledge,sector-specific,,"Język komputerowy Sass jest językiem opisowym, który przekazuje prezentację dokumentów ustrukturyzowanych. Dokumenty te muszą być zgodne z arkuszami stylistycznymi, zestawem zasad stylistycznych, takich jak czcionka, kolor i układ.",http://data.europa.eu/esco/skill/c2999f0c-eb37-4cdf-b9b0-82107b628794 | http://data.europa.eu/esco/isced-f/0612,języki arkusza stylów | projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,projektować architekturę chmury,released,skill/competence,sector-specific,,"Projektować wielowarstwowe rozwiązania z zakresu architektury chmury, które tolerują błędy i są przystosowane do obciążenia pracą oraz innych potrzeb biznesowych. Identyfikować elastyczne i skalowalne rozwiązania obliczeniowe, wybierać wysokowydajne i skalowalne rozwiązania dotyczące przechowywania oraz wybierać wysokowydajne rozwiązania z zakresu baz danych. Określać opłacalne usługi przechowywania i obliczania oraz usługi baz danych w chmurze.
	",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,opracowywanie systemów lub aplikacji ict
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/114c9698-c999-4369-8498-81bf641fe871,opracowywać plan bezpieczeństwa dla środowiska ICT,released,skill/competence,occupation-specific,ustanowić plan prewencyjny w obszarze bezpieczeństwa ICT,"Określanie kompleksowej i proaktywnej strategii zarządzania ryzykiem związanym z bezpieczeństwem technologii informacyjno-komunikacyjnych (ICT) przez ustanowienie zbioru środków i obowiązków w celu zapewnienia poufności, integralności i dostępności informacji. Wdrożenie środków zapobiegania naruszeniom ochrony danych, wykrywania nieautoryzowanego dostępu do systemów i zasobów i reagowania na niego, w tym aktualnych aplikacji zabezpieczających i szkolenia pracowników.
	",http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb | http://data.europa.eu/esco/skill/164510d1-1216-4dc0-b9d1-a7f6af19e469,ochrona danych osobowych i prywatności | opracowywanie planów awaryjnych i planów działania w sytuacjach wyjątkowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/116083f9-8d05-4b2e-a15f-287b18de5f67,wykorzystywać globalny system dystrybucji,released,skill/competence,cross-sector,używać globalnego systemu dystrybucji | użytkować globalny system dystrybucji | użytkować KSR | użytkować komputerowy system rezerwacji,"Obsługiwać komputerowy system rezerwacji lub globalny system dystrybucji, aby rezerwować transport i zakwaterowanie.",http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,dostęp do danych cyfrowych oraz ich analiza
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81,platformy sprzętowe,released,knowledge,sector-specific,,Właściwości konfiguracji sprzętu wymaganego do przetwarzania oprogramowania użytkowego.,http://data.europa.eu/esco/isced-f/0613,tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1177a1e9-213a-477b-b57c-364368c68b95,projektować układy energoelektroniczne,released,skill/competence,occupation-specific,,"Projektować i rozwijać układy, produkty i podzespoły energoelektroniczne zgodnie ze specyfikacjami. Wybierać odpowiednie urządzenia pomocnicze do planowanego zastosowania.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,opracowywanie systemów i urządzeń elektrycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/118a9b27-1c5a-4214-b685-1a4d9e6365ea,informatyka śledcza,released,knowledge,sector-specific,,Proces analizowania i odzyskiwania danych cyfrowych ze źródeł do celów dowodowych i dochodzeń w sprawie przestępstw.,http://data.europa.eu/esco/isced-f/0611,obsługa i użytkowanie komputerów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/11c56452-fcec-4b00-9695-cca4728e5048,analiza marketingowa,released,knowledge,cross-sector,analiza danych marketingowych,"Zbiór procesów wykorzystania danych w celu poprawy skuteczności działań marketingowych. Obejmuje to analizę wskaźników, takich jak zwrot z inwestycji (RoI), w celu wskazania możliwości poprawy.",http://data.europa.eu/esco/isced-f/0414,marketing i reklama
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/11eebd42-44ab-401d-8a2c-bdb9fc9beb50,strategia ochrony informacji,released,knowledge,sector-specific,,"Plan określony przez spółkę, która określa cele w zakresie bezpieczeństwa informacji oraz środki mające na celu ograniczenie ryzyka, określenie celów w zakresie kontroli, ustanowienie wskaźników i punktów odniesienia przy jednoczesnym przestrzeganiu wymogów prawnych, wewnętrznych i umownych.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/12274664-b642-4945-b88f-d7787dc3c9dd,projektować modele interakcji,released,skill/competence,sector-specific,,"Projektować i opracowywać modele interakcji. Projektować wielokierunkową konwersację, korzystać z wbudowanych akcji i przedziałów, przetwarzać nieoczekiwane żądania lub odpowiedzi dotyczące konwersacji, projektować umiejętności multimodalne z wykorzystaniem jednego lub więcej interfejsów usługowych (na przykład dźwięk, wideo i gadżety).
	",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programowanie systemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/123cf7c5-6a3b-419d-be4f-49a6cc020f9f,media interaktywne,released,knowledge,cross-sector,multimedia interaktywne,"Metoda komunikacji wykorzystująca media cyfrowe, która opiera się na interakcji klientów z tymi mediami. Interakcje odbywają się za pomocą elementów cyfrowych (np. ruchomej grafiki, cyfrowego tekstu i dźwięku).",http://data.europa.eu/esco/isced-f/0211,techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/123ea020-9f87-495f-b8c3-15133646392b,sprawdzać ulepszone systemy zarządzania informacjami lotniczymi,released,skill/competence,occupation-specific,,Sprawdzać funkcjonalność systemów przed ich wdrożeniem; sprawdzać potencjalny wpływ i przewidywać końcowy wynik.,http://data.europa.eu/esco/skill/e743a3f3-ba4a-4dab-99a6-6321dba6b502 | http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,świadczyć aktualne usługi z zakresu zarządzania informacjami lotniczymi | montaż elementów drewnianych i metalowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/126da6db-593e-4dd2-b35d-86f599a622f6,mieszać farbę drukarską,released,skill/competence,sector-specific,,Za pomocą dozownika sterowanego komputerowo mieszać rożne odcienie farby drukarskiej w celu uzyskania pożądanego koloru.,http://data.europa.eu/esco/skill/bf4822d3-1f66-499d-afc9-151a9ba33e58,opracowywanie mieszanin lub roztworów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/12b7d5a1-1ad4-45dc-b0fa-b31d1eb2c79a,prowadzić bazę danych dotyczącą cen,released,skill/competence,occupation-specific,,"Prowadzić wewnętrzną i zewnętrzną bazę danych, aby upewnić się, że wszystkie ceny są dokładne i aktualne.",http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,korzystać z baz danych | zarządzanie informacjami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/12c82224-6394-4c3c-9831-2a8198ed1274,oprogramowanie OCR,released,knowledge,cross-sector,programy OCR | narzędzia OCR | narzędzia do optycznego rozpoznawania znaków | oprogramowanie do optycznego rozpoznawania znaków | oprogramowanie do optycznego rozpoznawania tekstu,"Oprogramowanie, które przekształca obrazy drukowane i maszynowe w tekst zakodowany maszynowo w taki sposób, że dokumenty mogą być przechowywane w formie elektronicznej, redagowane i wyświetlane w formie cyfrowej.",http://data.europa.eu/esco/isced-f/0613,tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/13666d7d-41a8-42b6-80ba-34ea6a64667f,animacja cząsteczkowa,released,knowledge,occupation-specific,,"Pole z animacją cząstek – technika animacji, w której wiele obiektów graficznych wykorzystuje się do symulacji zjawisk, takich jak płomienie i wybuchy, oraz zjawiska „fuzzy”, które są trudne do odtworzenia przy użyciu konwencjonalnych metod symulacji komputerowej.",http://data.europa.eu/esco/isced-f/0211,techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/13bdd41a-2a18-441f-96db-41252c519413,Visual Basic,released,knowledge,sector-specific,VB.NET | VB | Visual Studio .NET,"Techniki i zasady opracowywania oprogramowania, takie jak analiza, algorytmy, kodowanie, testowanie i kompilacja paradygmatów programowania w programie Visual Basic.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programowanie komputerowe | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/14029d35-3831-4176-be75-da64e6024e6f,systemy alarmowe,released,knowledge,occupation-specific,,"Systemy bezpieczeństwa w budynkach i nieruchomościach automatycznie alarmujące firmy ochroniarskie lub wytwarzające sygnały akustyczne lub audiowizualne w przypadku wykrycia włamania, kradzieży lub uszkodzenia mienia.",http://data.europa.eu/esco/isced-f/1032,ochrona osób i mienia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/14062e1c-6540-4cb6-b343-ad419e3d10ac,komponenty łańcuchów bloków,released,knowledge,sector-specific,koncepcje blockchain,"Badanie podstawowych komponentów i koncepcji łańcuchów bloków, takich jak sieci peer-to-peer, inteligentne umowy, członkostwo, wydarzenia, rejestry, integracja systemu, portfele i zarządzanie systemem.
	",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c,rozwiązania business intelligence,released,knowledge,cross-sector,,Narzędzia wykorzystywane do przekształcania dużych ilości surowych danych w istotne i przydatne informacje biznesowe.,http://data.europa.eu/esco/isced-f/0413,zarządzanie i administracja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/14525f24-afb4-4a4e-80a7-facf27080cdd,zarządzać bibliotekami cyfrowymi,released,skill/competence,sector-specific,,"Gromadzić treści cyfrowe, zarządzać nimi i chronić w celu zapewnienia stałego dostępu do nich docelowym społecznościom, a także oferowania im specjalistycznej funkcji wyszukiwania i odzyskiwania.",http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"przechowywać dane i systemy cyfrowe | zarządzanie danymi cyfrowymi, ich gromadzenie i przechowywanie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/14764a75-3104-4875-ba1d-57c059b9b013,inżynieria telekomunikacyjna,released,knowledge,cross-sector,,"Dyscyplina, która łączy informatykę z inżynierią elektryczną w celu poprawy systemów telekomunikacyjnych.",http://data.europa.eu/esco/isced-f/0714,elektronika i automatyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a,rozwiązywać problemy techniczne,released,skill/competence,cross-sector,,Identyfikować problemy techniczne podczas obsługi urządzeń i korzystania z otoczenia cyfrowego oraz rozwiązywać problemy (od prostych do bardziej złożonych).,http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91 | http://data.europa.eu/esco/skill/a628d2d1-f40a-4c37-a357-2801726f2996 | http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,rozwiązywanie problemów przy wykorzystaniu narzędzi i sprzętu ICT | identyfikować problemy | rozwiązywanie problemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/14ced458-5f4b-495f-bd3d-9c240614bda0,Adobe Photoshop,released,knowledge,sector-specific,,"Program komputerowy Adobe Photoshop jest narzędziem informatycznym, które umożliwia cyfrowe edytowanie i tworzenie obrazów graficznych w celu wygenerowania zarówno grafiki rastrowej 2D, jak i grafiki wektorowej 2D. Jest on opracowywany przez firmę Adobe.",http://data.europa.eu/esco/isced-f/0611 | http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,obsługa i użytkowanie komputerów | edytory graficzne
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e,wdrażać politykę bezpieczeństwa ICT,released,skill/competence,sector-specific,stosować politykę bezpieczeństwa technologii informacyjno-komunikacyjnych | wdrażać zasady bezpieczeństwa sieci komputerowych | wdrażanie zasad bezpieczeństwa sieci komputerowych | wdrażanie polityk bezpieczeństwa ICT | wdrażanie zasad bezpieczeństwa ICT | zastosowanie wytycznych bezpieczeństwa online | zastosuj wytyczne dotyczące bezpieczeństwa online | wdrażać zasady bezpieczeństwa sieci komputerowej | stosuj wytyczne bezpieczeństwa online,"Wdrażanie oświadczeń, zapewnień lub zasad, które określają właściwe wykorzystanie i ochronę zasobów i systemów ICT organizacji. Te polityki bezpieczeństwa ICT obejmują takie tematy, jak klasyfikacja danych, zarządzanie hasłami, kontrola dostępu i reagowanie na incydenty.
	",http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,ochrona urządzeń ict
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/14fdac88-6d4a-4e47-9df5-02c6d1e86fdd,oprogramowanie IBM InfoSphere DataStage,released,knowledge,sector-specific,,"Program komputerowy IBM InfoSphere DataStage to narzędzie do integracji informacji z wielu aplikacji, utworzonych i utrzymywanych przez organizacje, w jedną spójną i przejrzystą strukturę danych, opracowaną przez firmę IBM.",http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051 | http://data.europa.eu/esco/isced-f/0612,"narzędzia do pozyskiwania, przekształcania i ładowania danych | projektowanie baz danych i sieci oraz administrowanie nimi"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1557b114-8222-46d5-acff-d2838909c302,dostarczanie rozwiązań w zakresie samochodów podłączonych do internetu,released,skill/competence,sector-specific,dostarczać rozwiązania dla samochodów połączonych | dostarczanie rozwiązań dla pojazdów połączonych,"Dostarczanie aplikacji i usług technologicznych, które umożliwiają podłączenie samochodów do internetu w celu transmisji danych. Rozwiązania w zakresie samochodów podłączonych do internetu obejmują wykorzystanie technologii takich jak GPS, czujniki lub analiza danych w celu zapewnienia łączności i usług zdalnego dostępu do urządzeń.",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,zakładanie systemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1558e8f3-67c9-4be6-bf2c-c5ab7b6de5f9,obsługiwać elektroniczne terminale płatnicze,released,skill/competence,sector-specific,,Obsługiwać elektroniczne terminale płatnicze w celu pobierania od podróżnych płatności kartą kredytową lub debetową.,http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23 | http://data.europa.eu/esco/skill/c20ac175-3aab-4aaa-9b9e-784c2dfb59cd,przetwarzać płatności | przeprowadzanie transakcji finansowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/15c522eb-cd6d-4b00-9d95-db20c0f8df88,potencjał oszczędności energii automatycznych układów zmiany biegów,released,knowledge,occupation-specific,,"Możliwości w zakresie oszczędności energii wynikające z automatycznych układów zmiany biegów dzięki zastosowaniu w nich mechanizmów zapewniającym lepszą wydajność i możliwość przewidywania zdarzeń.
   ",http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26 | http://data.europa.eu/esco/isced-f/0713,efektywność energetyczna | elektryczność i energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2,analiza internetowa,released,knowledge,cross-sector,,"Charakterystyka, narzędzi i techniki pomiaru, gromadzenia, analizy i przekazywania danych internetowych w celu uzyskania informacji na temat zachowania użytkowników i poprawy wyników strony internetowej.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/162c7407-14ec-43ef-a4c2-31ccd1267850,projektować oprogramowanie układowe,released,skill/competence,cross-sector,,Projektowanie odpowiedniego oprogramowania układowego dla określonego systemu elektronicznego.,http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,opracowywanie systemów i urządzeń elektrycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/16636767-c215-4cf0-b126-e144fea20926,stosować technologie e-zdrowia i m-zdrowia,released,skill/competence,sector-specific,,Stosować technologie m-zdrowia i e-zdrowia (aplikacje i usługi online) w celu poprawy świadczonej opieki zdrowotnej.,http://data.europa.eu/esco/skill/16a00c69-9c74-4c37-96d7-6301d285e5ce | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,korzystać z e-usług | wykorzystywanie narzędzi cyfrowych do współpracy i produktywności
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/16a00c69-9c74-4c37-96d7-6301d285e5ce,korzystać z e-usług,released,skill/competence,cross-sector,korzystać z usług elektronicznych | angażować się w obywatelstwo za pośrednictwem technologii cyfrowych | możliwość korzystania z e-usług | korzystaj z rozwiązań płatności online | korzystaj z e-usług | aktywność obywatelska z wykorzystaniem technologii cyfrowych,Uczestnictwo w życiu społecznym poprzez korzystanie z publicznych i prywatnych usług cyfrowych. Poszukiwanie możliwości samodzielności i obywatelskiego uczestnictwa za pomocą odpowiednich technologii cyfrowych.,http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,współpraca i komunikacja cyfrowa | wykorzystywanie narzędzi cyfrowych do współpracy i produktywności
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/16e462b2-b8dd-4842-8c31-71d0fb4be474,dziennikarstwo internetowe,released,knowledge,sector-specific,,"Proces tworzenia materiałów redakcyjnych za pośrednictwem mediów cyfrowych i ich rozpowszechnianie przez internet.
	",http://data.europa.eu/esco/skill/3391d6dd-d584-4c8c-9af9-d2f0c45e2b4b | http://data.europa.eu/esco/isced-f/0321,dziennikarstwo | dziennikarstwo i reporterstwo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/172020d1-e151-445b-8173-e2a5fb16fe51,korzystać z komputerowego wspomagania projektowania oprogramowania,released,skill/competence,sector-specific,,"Korzystać z oprogramowania (CASE) w celu wspierania procesu rozwoju cyklu życiowego, projektowanie i wdrażanie oprogramowania i aplikacji wysokiej jakości, które można łatwo konserwować.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programowanie systemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17702c40-e963-4593-847e-a332b1c9357e,oprogramowanie Edmodo,released,knowledge,sector-specific,,"Sieć edukacyjna Edmodo to platforma e-learningowa służąca do tworzenia, zarządzania, organizowania, zgłaszania i realizacji szkoleń z zakresu e-learningu oraz łączenia nauczycieli, uczniów i rodziców.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,systemy zarządzania nauczaniem | projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1774bd31-8893-44cf-9498-7e3d95508419,czytnik ekranu,released,knowledge,cross-sector,technologia wspomagająca czytanie | oprogramowanie do zamiany tekstu na mowę,"Program, który przekłada elementy wyświetlane na ekranie, takie jak tekst, obrazy lub przyciski, na alfabet braille'a lub mowę. Technologia wspomagająca używana przez osoby niedowidzące lub niewidome do interpretowania tego, co pojawia się na ekranie komputera, za pomocą alfabetu Braille'a, ikon dźwiękowych lub syntezatorów mowy.",http://data.europa.eu/esco/isced-f/0611,obsługa i użytkowanie komputerów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5,przeprowadzać ocenę wpływu procesów ICT na działalność,released,skill/competence,cross-sector,,Oceniać wymierne skutki wdrożenia nowych systemów ICT oraz funkcji w ramach obecnej struktury biznesowej i procedur organizacyjnych.,http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,analiza operacji biznesowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1859883d-c047-4fe1-8e74-7bb4385d6ad2,stosować techniki obrazowania 3D,released,skill/competence,sector-specific,,"Wdrażać różne techniki, takie jak rzeźbienie cyfrowe, modelowanie krzywej i skanowanie 3D w celu tworzenia, edytowania, konserwacji i wykorzystania obrazów 3D: chmur punktowych, grafiki wektorowej 3D i kształtów powierzchni 3D.",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,wykorzystywanie narzędzi cyfrowych do przetwarzania dźwięku i obrazu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18ab25a5-ce2d-4cd5-b7b0-3890f595f77d,zarządzać systemem alarmowym,released,skill/competence,sector-specific,system wykrywania włamań | zarządzać systemem ostrzegawczym | urządzenie alarmowe,Konfigurować i konserwować system służący do wykrywania włamań i nieautoryzowanych wejść do placówki.,http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"montaż i naprawa urządzeń elektrycznych, elektronicznych i precyzyjnych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18eeffee-2879-42e0-b5fe-5739c6883a01,rozwijać usługi łącza danych do celów nawigacyjnych,released,skill/competence,occupation-specific,rozwijać usługi łącza danych do celów nawigacji,Rozwijać i wdrażać usługi łącza danych i technologii satelitarnych w ramach działań komunikacyjnych na potrzeby łączności ziemia-powietrze.,http://data.europa.eu/esco/skill/f6f66b89-248b-438c-a3ce-196edcb3397c | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"zarządzać służbami żeglugi powietrznej | zarządzanie danymi cyfrowymi, ich gromadzenie i przechowywanie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be,posługiwać się oprogramowaniem do korzystania z arkuszy kalkulacyjnych,released,skill/competence,cross-sector,,"Wykorzystać narzędzia informatyczne do tworzenia i edytowania danych tabelarycznych w celu dokonywania obliczeń matematycznych, organizowania danych i informacji, tworzenia wykresów w oparciu o dane i ich wyszukiwania.",http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"tworzenie treści cyfrowych | zarządzanie danymi cyfrowymi, ich gromadzenie i przechowywanie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389,Java (programowanie komputerowe),released,knowledge,sector-specific,Javax | Java Posse,"Techniki i zasady rozwoju oprogramowania, takie jak analiza, algorytmy, kodowanie, testowanie i kompilacja paradygmatów programowania w programie Java.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programowanie komputerowe | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/19c0e68e-6e6c-4698-85dc-ef66a9de2c37,dbać o sprzęt wykorzystywany w ramach sieci informatycznej,released,skill/competence,cross-sector,,"Oceniać funkcjonalność i identyfikować usterki w infrastrukturze sieci informacyjnej, wykonywać rutynowe zadania konserwacyjne zapobiegające awariom oraz naprawy w celu zapewnienia stałej dostępności użytkownikom systemu.",http://data.europa.eu/esco/skill/c77db25e-bb51-4a10-b2ad-99b48b1b4a37 | http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,dbać o sprzęt komputerowy | rozwiązywanie problemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a165a9b-2006-49e1-90b8-c0709933b4a3,posługiwać się złożonym systemem komunikacyjnym,released,skill/competence,sector-specific,,Instalować i obsługiwać złożone systemy komunikacyjne.,http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,obsługa sprzętu łącznościowego
